planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temperature,star_temperature,star_radius,star_mass,distance_pc,right_ascension,declination
Kepler-1235 b,Kepler-1235,Transit,2016,4.1605500034,,,,5322.09,0.982569,0.92,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,4.160693,0.79,,961.0,5461.0,0.78,0.885,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,4.16055856,0.779,,,5327.0,0.929,0.871,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,,0.807,,,5327.0,0.941,,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,4.16055856,0.68,,986.0,5492.0,0.812,0.911,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,4.16056658,,,,5322.09,0.982569,0.92,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,4.16056658,0.7,,985.0,5481.0,0.815,0.914,540.604,284.9030677,43.9540616
Kepler-1235 b,Kepler-1235,Transit,2016,4.16055856,0.79,,,5541.0,0.9,0.93,540.604,284.9030677,43.9540616
Kepler-1236 b,Kepler-1236,Transit,2016,31.0571618,1.92,,487.0,5422.0,0.746,0.805,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,31.0572947,,,,5207.0,0.794153,0.89,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,31.0571618,2.14,,,5337.0,0.82,0.86,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,31.05739412,,,,5207.0,0.794153,0.89,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,31.05772543,,,,5207.0,0.794153,0.89,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,31.05745,2.12,,492.0,5442.0,0.78,0.882,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,31.0572947,1.85,,480.0,5395.0,0.734,0.821,999.64,295.6247375,42.5458739
Kepler-1236 b,Kepler-1236,Transit,2016,,1.91,,,5413.0,0.757,,999.64,295.6247375,42.5458739
Kepler-1237 b,Kepler-1237,Transit,2016,84.5733346,2.59,,366.0,5418.0,0.888,1.005,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,84.5733346,,,,5145.0,0.935172,0.87,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,84.5733226,2.8,,366.0,5418.0,0.888,1.005,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,84.5737797,,,,5145.0,0.935172,0.87,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,,2.518,,,5419.0,0.864,,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,84.5733226,2.86,,,5472.0,0.9,0.94,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,84.5731,2.3,,343.0,5271.0,0.77,0.814,1064.31,295.6292745,44.6905815
Kepler-1237 b,Kepler-1237,Transit,2016,84.5732509189,,,,5145.0,0.935172,0.87,1064.31,295.6292745,44.6905815
Kepler-1238 b,Kepler-1238,Transit,2016,4.14787559,1.57,,1309.0,6337.0,1.198,1.26,1632.13,297.9057655,40.1628378
Kepler-1238 b,Kepler-1238,Transit,2016,,2.248,,,6150.0,1.651,,1632.13,297.9057655,40.1628378
Kepler-1238 b,Kepler-1238,Transit,2016,4.147653,1.33,,1242.0,6225.0,1.06,1.1,1632.13,297.9057655,40.1628378
Kepler-1238 b,Kepler-1238,Transit,2016,4.14787559,1.93,,,6386.0,1.48,1.3,1632.13,297.9057655,40.1628378
Kepler-1238 b,Kepler-1238,Transit,2016,4.14789051,1.93,,1389.0,6150.0,1.417,1.23,1632.13,297.9057655,40.1628378
Kepler-1238 b,Kepler-1238,Transit,2016,4.14789051,,,,6378.0,1.60506,1.27,1632.13,297.9057655,40.1628378
Kepler-1239 b,Kepler-1239,Transit,2016,5.19104016,2.07,,1192.0,6343.0,1.137,1.213,2140.6,293.1273357,42.3200578
Kepler-1239 b,Kepler-1239,Transit,2016,5.19103699,1.92,,1183.0,6321.0,1.125,1.207,2140.6,293.1273357,42.3200578
Kepler-1239 b,Kepler-1239,Transit,2016,5.19104016,2.9,,,6564.0,1.57,1.4,2140.6,293.1273357,42.3200578
Kepler-1239 b,Kepler-1239,Transit,2016,5.19119,1.79,,1073.0,6096.0,0.95,1.09,2140.6,293.1273357,42.3200578
Kepler-1239 b,Kepler-1239,Transit,2016,5.1911005975,,,,5883.0,1.61071,1.07,2140.6,293.1273357,42.3200578
Kepler-1239 b,Kepler-1239,Transit,2016,5.19103699,,,,5883.0,1.61071,1.07,2140.6,293.1273357,42.3200578
Kepler-124 b,Kepler-124,Transit,2014,3.41045424,0.8,,,5133.0,0.67,0.73,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,3.41045424,0.916,,,4960.0,0.748,0.706,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,3.410493,0.73,,,4984.0,0.636,,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,3.410505,0.93,,979.0,5288.0,0.74,0.841,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,3.41045981,1.06,,892.0,4983.0,0.651,0.715,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,3.41045981,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,3.41045424,0.8,,931.0,5196.0,0.657,0.724,420.046,286.7527322,49.0648788
Kepler-124 b,Kepler-124,Transit,2014,,1.228,,,4960.0,0.756,,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.821375,1.75,,,4984.0,0.636,,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.82139306,2.2,,584.0,5196.0,0.657,0.724,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.8214022996,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.821387,2.23,,616.0,5288.0,0.74,0.841,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.82139306,2.502,,,4960.0,0.748,0.706,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,,2.552,,,4960.0,0.756,,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.82142084,2.2,,560.0,4983.0,0.651,0.715,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.82139306,2.27,,,5133.0,0.67,0.73,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.82141254,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-124 c,Kepler-124,Transit,2014,13.82142084,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.9500610401,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.9505927,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,,1.756,,,4960.0,0.756,,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.950851,1.11,,,4984.0,0.636,,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.9507608,1.433,,,4960.0,0.748,0.706,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.9507608,1.32,,,5133.0,0.67,0.73,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.95053,1.37,,470.0,5288.0,0.74,0.841,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.9507608,1.26,,446.0,5196.0,0.657,0.724,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.9505927,1.51,,428.0,4983.0,0.651,0.715,420.046,286.7527322,49.0648788
Kepler-124 d,Kepler-124,Transit,2014,30.95088693,,,,5188.0,0.722717,0.88,420.046,286.7527322,49.0648788
Kepler-1240 b,Kepler-1240,Transit,2016,4.866414522,,,,5591.36,1.37685,0.99,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,4.8663815,1.14,,1052.0,5658.0,0.948,0.857,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,4.86638504,1.32,,1121.0,5688.0,1.111,0.969,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,,1.597,,,5670.0,1.342,,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,4.8663815,1.578,,,5670.0,1.317,1.093,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,4.866591,1.29,,1054.0,5656.0,0.96,0.889,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,4.86638504,,,,5591.36,1.37685,0.99,862.186,282.9997682,40.5574322
Kepler-1240 b,Kepler-1240,Transit,2016,4.8663815,1.15,,,5682.0,0.96,0.98,862.186,282.9997682,40.5574322
Kepler-1241 b,Kepler-1241,Transit,2016,,2.465,,,5569.0,0.806,,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.55269,2.4,,610.0,5540.0,0.82,0.894,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.5527008522,,,,5235.0,0.836811,0.89,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.5525701,2.73,,614.0,5561.0,0.836,0.919,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.5525162,,,,5235.0,0.836811,0.89,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.5525162,2.53,,612.0,5569.0,0.829,0.928,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.55256483,,,,5235.0,0.836811,0.89,968.722,294.5762033,38.4569588
Kepler-1241 b,Kepler-1241,Transit,2016,18.5525701,2.63,,,5261.0,0.8,0.84,968.722,294.5762033,38.4569588
Kepler-1242 b,Kepler-1242,Transit,2016,13.62798432,2.61,,639.0,5052.0,0.855,0.805,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,13.62802074,,,,4853.0,0.780615,0.79,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,13.62801048,3.28,,639.0,5052.0,0.855,0.805,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,13.6280030178,,,,4853.0,0.780615,0.79,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,13.62801048,,,,4853.0,0.780615,0.79,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,,2.818,,,5044.0,0.734,,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,13.62793,3.3,,655.0,4862.0,1.02,0.93,687.615,284.6062174,41.196344
Kepler-1242 b,Kepler-1242,Transit,2016,13.62798432,2.26,,,4895.0,0.74,0.77,687.615,284.6062174,41.196344
Kepler-1243 b,Kepler-1243,Transit,2016,16.83203175,1.86,,690.0,5518.0,1.008,0.932,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,16.83203175,,,,5492.85,0.834193,0.96,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,16.8320729,1.64,,685.0,5772.0,0.899,0.903,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,16.8320694954,,,,5492.85,0.834193,0.96,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,16.83192664,,,,5492.85,0.834193,0.96,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,16.8320729,1.75,,,5667.0,0.94,0.96,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,16.83192,1.6,,694.0,5782.0,0.93,0.94,758.17,294.009397,42.8807779
Kepler-1243 b,Kepler-1243,Transit,2016,,1.528,,,5516.0,0.828,,758.17,294.009397,42.8807779
Kepler-1244 b,Kepler-1244,Transit,2016,3.70428172,1.35,,,6680.0,1.77,1.46,1075.81,282.3012505,46.5161814
Kepler-1244 b,Kepler-1244,Transit,2016,3.70429015,1.45,,1839.0,6732.0,1.927,1.23,1075.81,282.3012505,46.5161814
Kepler-1244 b,Kepler-1244,Transit,2016,3.704283556,,,,6568.52,2.53418,1.36,1075.81,282.3012505,46.5161814
Kepler-1244 b,Kepler-1244,Transit,2016,3.70428172,1.15,,1633.0,6728.0,1.484,1.143,1075.81,282.3012505,46.5161814
Kepler-1244 b,Kepler-1244,Transit,2016,3.704297,1.14,,1641.0,6733.0,1.59,1.34,1075.81,282.3012505,46.5161814
Kepler-1244 b,Kepler-1244,Transit,2016,3.70429015,,,,6568.52,2.53418,1.36,1075.81,282.3012505,46.5161814
Kepler-1244 b,Kepler-1244,Transit,2016,,1.925,,,6730.0,2.551,,1075.81,282.3012505,46.5161814
Kepler-1245 b,Kepler-1245,Transit,2016,4.354075,1.8,,1046.0,5447.0,0.93,0.82,805.936,290.7443078,43.260753
Kepler-1245 b,Kepler-1245,Transit,2016,4.35409304,1.44,,,5306.0,0.83,0.86,805.936,290.7443078,43.260753
Kepler-1245 b,Kepler-1245,Transit,2016,4.3540989924,,,,5235.0,,,805.936,290.7443078,43.260753
Kepler-1245 b,Kepler-1245,Transit,2016,4.35409304,1.56,,1043.0,5455.0,0.909,0.795,805.936,290.7443078,43.260753
Kepler-1245 b,Kepler-1245,Transit,2016,4.35407371,,,,5235.0,,,805.936,290.7443078,43.260753
Kepler-1245 b,Kepler-1245,Transit,2016,,1.366,,,5444.0,0.76,,805.936,290.7443078,43.260753
Kepler-1245 b,Kepler-1245,Transit,2016,4.35407371,1.63,,1043.0,5455.0,0.909,0.795,805.936,290.7443078,43.260753
Kepler-1245 c,Kepler-1245,Transit,2016,2.936584681,1.64,,1189.0,5455.0,0.909,0.795,805.936,290.7443078,43.260753
Kepler-1245 c,Kepler-1245,Transit,2016,2.9365878461,,,,5235.0,,,805.936,290.7443078,43.260753
Kepler-1245 c,Kepler-1245,Transit,2016,2.936584681,1.44,,,5306.0,0.83,0.86,805.936,290.7443078,43.260753
Kepler-1245 c,Kepler-1245,Transit,2016,,1.476,,,5444.0,0.76,,805.936,290.7443078,43.260753
Kepler-1245 c,Kepler-1245,Transit,2016,2.936587946,,,,5235.0,,,805.936,290.7443078,43.260753
Kepler-1245 c,Kepler-1245,Transit,2016,2.936587946,1.77,,1190.0,5455.0,0.909,0.795,805.936,290.7443078,43.260753
Kepler-1246 b,Kepler-1246,Transit,2016,,1.64,,,4564.0,0.699,,436.505,287.6572346,48.9822053
Kepler-1246 b,Kepler-1246,Transit,2016,11.32271513,1.23,,554.0,4563.0,0.642,0.634,436.505,287.6572346,48.9822053
Kepler-1246 b,Kepler-1246,Transit,2016,11.32269749,,,,4481.68,0.718575,0.7,436.505,287.6572346,48.9822053
Kepler-1246 b,Kepler-1246,Transit,2016,11.32271513,1.36,,,4611.0,0.69,0.73,436.505,287.6572346,48.9822053
Kepler-1246 b,Kepler-1246,Transit,2016,11.322663446,,,,4481.68,0.718575,0.7,436.505,287.6572346,48.9822053
Kepler-1246 b,Kepler-1246,Transit,2016,11.32306,1.12,,547.0,4592.0,0.62,0.648,436.505,287.6572346,48.9822053
Kepler-1246 b,Kepler-1246,Transit,2016,11.32269749,1.51,,554.0,4563.0,0.642,0.634,436.505,287.6572346,48.9822053
Kepler-1247 b,Kepler-1247,Transit,2016,13.71220213,2.33,,,5303.0,0.82,0.86,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,13.7122435043,,,,5326.0,0.789254,0.92,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,13.71220213,2.4,,679.0,5561.0,0.836,0.919,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,13.71218522,,,,5326.0,0.789254,0.92,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,13.71206,2.2,,634.0,5345.0,0.8,0.97,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,,2.262,,,5555.0,0.76,,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,13.71218522,2.47,,676.0,5550.0,0.831,0.923,1045.92,294.5335974,46.6182365
Kepler-1247 b,Kepler-1247,Transit,2016,13.71234606,,,,5326.0,0.789254,0.92,1045.92,294.5335974,46.6182365
Kepler-1248 b,Kepler-1248,Transit,2016,7.46725407,1.18,,,6149.0,1.21,1.21,593.026,288.0592191,51.3544564
Kepler-1248 b,Kepler-1248,Transit,2016,7.46725407,1.16,,1060.0,6045.0,1.231,1.134,593.026,288.0592191,51.3544564
Kepler-1248 b,Kepler-1248,Transit,2016,7.46718958,1.04,,1035.0,6161.0,1.169,1.251,593.026,288.0592191,51.3544564
Kepler-1248 b,Kepler-1248,Transit,2016,7.4672710454,,,,6074.93,1.34029,,593.026,288.0592191,51.3544564
Kepler-1248 b,Kepler-1248,Transit,2016,7.46728,1.02,,962.0,6103.0,0.97,1.068,593.026,288.0592191,51.3544564
Kepler-1248 b,Kepler-1248,Transit,2016,7.46718958,,,,6074.93,1.34029,,593.026,288.0592191,51.3544564
Kepler-1249 b,Kepler-1249,Transit,2016,24.3347127,1.82,,647.0,6091.0,0.967,1.045,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,,2.672,,,6099.0,1.487,,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,24.3344585901,,,,6023.0,1.50293,1.12,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,24.3344939,1.74,,647.0,6091.0,0.967,1.045,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,24.33387278,,,,6023.0,1.50293,1.12,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,24.33556,2.0,,645.0,6086.0,0.97,1.06,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,24.3344939,,,,6023.0,1.50293,1.12,1904.54,296.8948517,44.3717429
Kepler-1249 b,Kepler-1249,Transit,2016,24.3347127,2.38,,,6202.0,1.28,1.19,1904.54,296.8948517,44.3717429
Kepler-125 b,Kepler-125,Transit,2014,4.16437101,2.47,,594.0,3810.0,0.52,0.54,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.16,2.65,,,,,,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,,2.726,,,3811.0,0.544,,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.164383815,2.67,,,3824.0,0.51,0.53,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.164384505,2.54,,590.0,3808.0,0.508,0.534,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.164,2.63,,,3743.0,0.488,0.499,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.164389,2.37,,,3810.0,0.512,,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.16438309,,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.164384505,,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,,2.765,,,3770.0,0.517,0.553,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.164383815,2.71,,596.0,3810.0,0.52,0.54,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.1643853086,,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.1643875,2.59,,625.0,3996.0,0.515,0.537,183.365,298.2581101,47.6050031
Kepler-125 b,Kepler-125,Transit,2014,4.1643806,2.61,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.77442209,0.85,,535.0,3810.0,0.52,0.54,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.7743586862,,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.775,0.76,,,3743.0,0.488,0.499,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.77440326,,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.77447,0.82,,560.0,3996.0,0.515,0.537,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.7744684,0.9,,,3800.0,0.546506,0.542101,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.77440326,0.8,,529.0,3808.0,0.508,0.534,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.77442209,0.83,,,3824.0,0.51,0.53,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.77,0.85,,,,,,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,,0.79,,,3770.0,0.517,0.553,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,,0.861,,,3811.0,0.544,,183.365,298.2581101,47.6050031
Kepler-125 c,Kepler-125,Transit,2014,5.774464,0.74,,,3810.0,0.512,,183.365,298.2581101,47.6050031
Kepler-1250 b,Kepler-1250,Transit,2016,2.607543834,2.19,,1444.0,6173.0,1.108,1.202,2126.85,287.7938184,45.9802492
Kepler-1250 b,Kepler-1250,Transit,2016,2.6075275734,,,,5690.0,1.52652,1.01,2126.85,287.7938184,45.9802492
Kepler-1250 b,Kepler-1250,Transit,2016,2.607543834,1.92,,,5717.0,0.98,0.99,2126.85,287.7938184,45.9802492
Kepler-1250 b,Kepler-1250,Transit,2016,2.60755,1.9,,1341.0,6059.0,0.96,1.05,2126.85,287.7938184,45.9802492
Kepler-1250 b,Kepler-1250,Transit,2016,2.607545159,,,,5690.0,1.52652,1.01,2126.85,287.7938184,45.9802492
Kepler-1250 b,Kepler-1250,Transit,2016,2.607545159,2.07,,1431.0,6147.0,1.096,1.193,2126.85,287.7938184,45.9802492
Kepler-1250 b,Kepler-1250,Transit,2016,,2.811,,,6166.0,1.492,,2126.85,287.7938184,45.9802492
Kepler-1251 b,Kepler-1251,Transit,2016,45.0904643,1.86,,487.0,5790.0,0.9,0.998,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,45.0904643,1.84,,,5545.0,0.89,0.92,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,45.0909201,2.44,,487.0,5790.0,0.9,0.998,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,45.09041544,,,,5558.2,0.904617,0.98,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,45.0887,1.96,,475.0,5753.0,0.86,0.964,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,,2.473,,,5798.0,0.913,,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,45.091056799,,,,5558.2,0.904617,0.98,902.204,292.1151093,49.2563792
Kepler-1251 b,Kepler-1251,Transit,2016,45.0909201,,,,5558.2,0.904617,0.98,902.204,292.1151093,49.2563792
Kepler-1252 b,Kepler-1252,Transit,2016,15.0540329,1.27,,665.0,5475.0,0.818,0.734,648.979,298.9503634,46.6928437
Kepler-1252 b,Kepler-1252,Transit,2016,15.05417,1.4,,709.0,5518.0,0.96,0.845,648.979,298.9503634,46.6928437
Kepler-1252 b,Kepler-1252,Transit,2016,15.0539886,,,,5642.0,0.901566,1.0,648.979,298.9503634,46.6928437
Kepler-1252 b,Kepler-1252,Transit,2016,15.0540329,1.67,,,5949.0,1.09,1.06,648.979,298.9503634,46.6928437
Kepler-1252 b,Kepler-1252,Transit,2016,15.0537400445,,,,5642.0,0.901566,1.0,648.979,298.9503634,46.6928437
Kepler-1252 b,Kepler-1252,Transit,2016,15.0539886,1.44,,665.0,5475.0,0.818,0.734,648.979,298.9503634,46.6928437
Kepler-1252 b,Kepler-1252,Transit,2016,,1.606,,,5463.0,0.915,,648.979,298.9503634,46.6928437
Kepler-1253 b,Kepler-1253,Transit,2016,68.8861915,1.25,,478.0,5995.0,1.011,0.832,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.8881,1.4,,485.0,6044.0,1.1,1.024,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.88687825,,,,5670.58,1.54097,1.01,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.8862194431,,,,5670.58,1.54097,1.01,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.8861915,1.826,,,5711.0,1.473,0.873,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.8861915,1.33,,,5850.0,1.1,0.97,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,,1.788,,,5711.0,1.491,,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.8861017,,,,5670.58,1.54097,1.01,514.524,283.8852196,47.6371507
Kepler-1253 b,Kepler-1253,Transit,2016,68.8861017,1.47,,501.0,5753.0,1.222,0.863,514.524,283.8852196,47.6371507
Kepler-1254 b,Kepler-1254,Transit,2016,9.99113313,1.54,,679.0,5130.0,0.756,0.79,622.818,285.1733174,48.7700099
Kepler-1254 b,Kepler-1254,Transit,2016,9.99124,1.57,,679.0,5115.0,0.75,0.762,622.818,285.1733174,48.7700099
Kepler-1254 b,Kepler-1254,Transit,2016,9.99113313,1.55,,,4985.0,0.75,0.78,622.818,285.1733174,48.7700099
Kepler-1254 b,Kepler-1254,Transit,2016,9.99115241,,,,4898.13,0.718755,0.8,622.818,285.1733174,48.7700099
Kepler-1254 b,Kepler-1254,Transit,2016,,1.464,,,4826.0,0.696,,622.818,285.1733174,48.7700099
Kepler-1254 b,Kepler-1254,Transit,2016,9.9909378095,,,,4898.13,0.718755,0.8,622.818,285.1733174,48.7700099
Kepler-1254 b,Kepler-1254,Transit,2016,9.99115241,1.68,,660.0,4838.0,0.796,0.771,622.818,285.1733174,48.7700099
Kepler-1254 c,Kepler-1254,Transit,2016,3.60084276,1.32,,954.0,5130.0,0.756,0.79,622.818,285.1733174,48.7700099
Kepler-1254 c,Kepler-1254,Transit,2016,3.60084276,1.3,,,4985.0,0.75,0.78,622.818,285.1733174,48.7700099
Kepler-1254 c,Kepler-1254,Transit,2016,3.60082855,1.36,,927.0,4838.0,0.796,0.771,622.818,285.1733174,48.7700099
Kepler-1254 c,Kepler-1254,Transit,2016,3.6008327056,,,,4898.13,0.718755,0.8,622.818,285.1733174,48.7700099
Kepler-1254 c,Kepler-1254,Transit,2016,3.60082855,,,,4898.13,0.718755,0.8,622.818,285.1733174,48.7700099
